단축코드,한글 종목약명,상장주식수
95190,이엠코리아,42581037
91120,이엠텍,17132936
232530,이엠티,25614304
102460,이연제약,18586811
39030,이오테크닉스,12319550
294090,이오플로우,30416687
245620,EDGC,138493951
88290,이원컴포텍,30590933
84680,이월드,141806193
181340,이즈미디어,20058966
37370,EG,8624972
353810,이지바이오,34191720
350520,이지스레지던스리츠,28358617
334890,이지스밸류리츠,51443469
99750,이지케어텍,6834776
377330,이지트로닉스,8109954
35810,이지홀딩스,65145845
160600,이큐셀,34482552
92130,이크레더블,12043600
96040,이트론,906131295
134060,이퓨쳐,4769250
1840,이화공영,19805760
760,이화산업,2800000
24810,이화전기,201999488
14990,인디에프,75112995
41830,인바디,13683782
352940,인바이오,10867730
101140,인바이오젠,10044216
216400,인바이츠바이오코아,7711315
79950,인베니아,23200000
389470,인벤티지랩,8455556
277410,인산가,38356789
60150,인선이엔티,46563612
33230,인성정보,39215380
450520,인스웨이브시스템즈,4901526
6490,인스코비,116200150
37330,인지디스플레,43885224
100030,인지소프트,3283714
23800,인지컨트롤스,15809197
34590,인천도시가스,4374754
211050,인카금융서비스,51379800
83640,인콘,77720351
216050,인크로스,12843222
49070,인탑스,17200000
119610,인터로조,13216478
17250,인터엠,21045467
129260,인터지스,29747874
51370,인터플렉스,23327472
64290,인텍플러스,12863962
189300,인텔리안테크,10733334
150840,인트로메딕,41848476
48530,인트론바이오,34150762
23810,인팩,10000000
115310,인포바인,3192883
39290,인포뱅크,8693978
71200,인피니트헬스케어,24396458
101930,인화정공,9067273
249420,일동제약,28062501
230,일동홀딩스,11540400
13360,일성건설,54024880
3120,일성아이에스,13300000
333430,일승,30726747
68330,일신바이오,44216140
3200,일신방직,23280000
7110,일신석재,77456610
7575,일양약품우,445080
7570,일양약품,19085664
178780,일월지엠엘,13964195
8500,일정실업,1200000
19540,일지테크,13513500
81000,일진다이아,14202975
20760,일진디스플,51513741
103590,일진전기,47685390
94820,일진파워,15078709
271940,일진하이솔루스,36313190
15860,일진홀딩스,49347483
226320,잇츠한불,21929315
950140,잉글우드랩,19867866
49550,잉크테크,19606277
389020,자람테크놀로지,6197730
254120,자비스,30754270
43910,자연과환경,81391457
234920,자이글,13530910
289220,자이언트스텝,22121745
317400,자이에스앤디,38782520
33240,자화전자,22155870
174880,장원테크,4381265
49630,재영솔루텍,83633227
417840,저스템,7249175
950,전방,1680000
110020,전진바이오팜,8047181
208140,정다운,32684246
40420,정상제이엘에스,15677552
45510,정원엔시스,32209292
217190,제너셈,8769174
95700,제넥신,41510594
72520,제넨바이오,74163194
122310,제노레이,14553844
361390,제노코,7500789
66830,제노텍,5667180
225220,제놀루션,19190021
123330,제닉,7000000
159580,제로투세븐,20032636
147830,제룡산업,20000000
33100,제룡전기,16062409
79370,제우스,31016990
67290,JW신약,50841502
54950,제이브이엠,12089892
23440,제이스코홀딩스,54324262
90470,제이스텍,17476594
287410,제이시스메디칼,76637849
137950,제이씨케미칼,22267814
33320,제이씨현시스템,19114432
417500,제이아이테크,32784744
348950,제이알글로벌리츠,197376000
204270,제이앤티씨,57848466
194370,제이에스코퍼레이션,13335601
26040,제이에스티나,16503790
452160,제이엔비,9617527
126880,제이엔케이글로벌,23204903
322510,제이엘케이,16195712
254160,제이엠멀티,5160000
33050,제이엠아이,32579342
94970,제이엠티,16748240
418550,제이오,31772273
35900,JYP Ent.,35532492
25620,제이준코스메틱,4484846
420570,제이투케이바이오,5574115
89790,제이티,10315513
950170,JTC,50288623
30000,제일기획,115041225
52670,제일바이오,29129064
271980,제일약품,14704872
412540,제일엠앤에스,18082075
1560,제일연마,10000000
199820,제일일렉트릭,11110000
38010,제일테크노스,9000000
2620,제일파마홀딩스,15973355
276730,제주맥주,58566091
80220,제주반도체,34442833
6220,제주은행,32128774
89590,제주항공,80640985
216080,제테마,17858759
229000,젠큐릭스,14444005
82270,젬백스,39994174
64800,젬백스링크,107875617
44060,조광ILI,95732184
4910,조광페인트,12800000
4700,조광피혁,6649138
1550,조비,5192239
462520,조선내화,11855168
120030,조선선재,1257651
34940,조아제약,30979827
67000,조이시티,69903446
18470,조일알미늄,126631721
2600,조흥,600000
63160,종근당바이오,5485962
185750,종근당,13174420
1630,종근당홀딩스,5009861
33340,좋은사람들,96950558
36930,주성엔지니어링,48249212
109070,주성코퍼레이션,52810230
185190,수프로,9238625
357580,아모센스,11220264
226400,오스테오닉,20661601
440320,오픈놀,9805000
70960,용평리조트,48133333
187420,제노포커스,22758430
189350,코셋,4800000
348080,큐라티스,42152010
23450,동남합성,3500000
2380,KCC,8886471
44380,주연테크,59199244
24110,기업은행,797425869
72020,중앙백신,9658687
440,중앙에너비스,6227130
51980,중앙첨단소재,78501937
228760,지노믹트리,24362333
314130,지놈앤컴퍼니,15098668
13890,지누스,20735204
389030,지니너스,33331845
43610,지니뮤직,58115438
263860,지니언스,9444600
303030,지니틱스,35745668
36180,지더블유바이텍,91464525
208350,지란지교시큐리티,8838549
289860,지슨,17329579
144510,지씨셀,15800344
358570,지아이이노베이션,44137599
382480,지아이텍,39357140
382800,지앤비에스 에코,30104012
299480,지앤이헬스케어,11100743
51160,지어소프트,15474430
1250,GS글로벌,82533764
7070,GS리테일,104717922
53050,지에스이,29987597
130500,GH신소재,14545052
388610,지에프씨생명과학,3084578
119850,지엔씨에너지,16448909
65060,지엔코,108008044
204840,지엘팜텍,76699394
13870,지엠비코리아,19072280
71320,지역난방공사,11578744
270520,지오릿에너지,147488620
311320,지오엘리먼트,12614560
388050,지투파워,18709437
219750,지티지웰니스,21038655
88790,진도,12447744
18120,진로발효,6621120
109820,진매트릭스,20393640
86060,진바이오텍,8610587
36890,진성티이씨,22482268
363250,진시스템,6984888
3780,진양산업,13000000
7370,진양제약,12016877
10640,진양폴리,10000000
100250,진양홀딩스,55895292
51630,진양화학,15800000
272450,진에어,52200000
285800,진영,17477270
11000,진원생명과학,80039035
250030,진코스텍,2589337
2785,진흥기업우B,857218
2787,진흥기업2우B,294808
2780,진흥기업,145471745
233990,질경이,14764898
85660,차바이오텍,56314443
261780,차백신연구소,26816748
900250,크리스탈신소재,130640004
9310,참엔지니어링,84867419
94850,참좋은여행,14000000
4650,창해에탄올,9190885
278280,천보,10000000
650,천일고속,1429220
362320,청담글로벌,20551290
12600,청호ICT,46634517
66360,체리부로,47952015
33250,체시스,32000000
47820,초록뱀미디어,24453930
94360,칩스앤미디어,20823124
16790,카나리아바이오,188471729
16920,카스,26493538
284620,카이노스메드,27922396
446600,카이바이오텍,981281
293490,카카오게임즈,82630257
323410,카카오뱅크,476921137
35720,카카오,445292681
377300,카카오페이,134470018
140430,카티스,17922947
42000,카페24,24253054
6380,카프로,8000000
313760,캐리,5788881
317530,캐리소프트,6971196
71850,캐스텍코리아,16569188
50110,캠시스,73824118
452300,캡스톤파트너스,14060755
119860,커넥트웨이브,46747183
451760,컨텍,14940476
900310,컬러레이,64041675
78340,컴투스,12737755
63080,컴투스홀딩스,6595192
307930,컴퍼니케이,15610000
79190,케스피온,38355514
263700,케어랩스,19414200
214370,케어젠,53715000
221980,케이디켐,4034800
900280,골든센츄리,205404288
38530,케이바이오,115714347
1620,케이비아이동국실업,111293031
24840,KBI메탈,34290179
424140,케이비제21호스팩,7710000
455250,KB제25호스팩,4305000
458320,KB제26호스팩,5505000
464680,KB제27호스팩,12905000
318000,KBG,8740223
192250,케이사인,70671257
9440,KC그린홀딩스,22434980
29460,케이씨,13554044
112190,KC산업,7125253
21320,KCC건설,21400000
344820,KCC글라스,15970512
36670,KCI,11270000
115500,케이씨에스,12000000
119650,KC코트렐,63669287
281820,케이씨텍,20861556
89150,케이씨티,17150000
25880,케이씨피드,16715858
15590,KIB플러그에너지,236981544
93320,케이아이엔엑스,4880000
93640,케이알엠,29213382
44450,KSS해운,23085880
73010,케이에스피,40191250
226360,KH 건설,23756732
111870,KH 미래물산,4665773
60720,KH바텍,23677442
122450,KX,45335964
52900,KX하이텍,55107517
105330,케이엔더블유,16060028
53080,케이엔솔,12999807
199430,케이엔알시스템,10867713
432470,케이엔에스,4337278
58400,KNN,132429720
272110,케이엔제이,7975395
39420,케이엘넷,24154730
83550,케이엠,12374226
32500,케이엠더블유,39820883
225430,케이엠제약,27887050
102370,케이옥션,27229210
68100,케이웨더,9939614
92220,KEC,200763141
46440,KG모빌리언스,38825568
151860,KG에코솔루션,49603002
35600,KG이니시스,27904434
381970,케이카,48182073
145270,케이탑리츠,48060774
30200,KT,257164985
53210,스카이라이프,47522955
58850,KTcs,42685000
58860,KTis,34802000
36030,케이티알파,49019283
33780,KT&G,130322497
64820,케이프,30901728
256940,케이피에스,18748658
24880,케이피에프,20682798
42040,케이피엠테크,174460917
54410,케이피티유,5726444
258610,케일럼,26787133
274090,켄코아에어로스페이스,12913226
402420,켈스,2226540
89010,켐트로닉스,15334346
220260,켐트로스,26558307
176590,코나솔,5823333
52400,코나아이,14899999
402030,코난테크놀로지,11421688
391710,코닉오토메이션,41503222
46070,코다코,42786056
47770,코데즈컴바인,37842602
80530,코디,40741730
417310,코람코더원리츠,40400000
357120,코람코라이프인프라리츠,88534474
104540,코렌텍,12785740
27050,코리아나,40000000
7815,코리아써우,2964690
00781K,코리아써키트2우B,783699
7810,코리아써키트,23620751
190650,코리아에셋투자증권,6388000
123410,코리아에프티,27841064
3690,코리안리,165367526
36690,코맥스,15904938
49430,코메론,9048000
183300,코미코,10460684
41960,코미팜,70604464
89890,코세스,16584962
360350,코셈,5661970
82660,코스나인,86620869
192820,코스맥스,11349509
44820,코스맥스비티아이,9603921
222040,코스맥스엔비티,20628000
241710,코스메카코리아,10680000
5070,코스모신소재,32510756
5420,코스모화학,38408228
355150,코스텍시스,7706770
169670,코스텍시스템,2868401
71950,코아스,30907210
166480,코아스템켐온,32870376
45970,코아시아,26314876
196450,코아시아씨엠,45319582
384470,코어라인소프트,12819064
29960,코엔텍,50000000
2025,코오롱우,1076390
3075,코오롱글로벌우,740737
3070,코오롱글로벌,18932713
45014K,코오롱모빌리티그룹우,2456120
450140,코오롱모빌리티그룹,62777250
2020,코오롱,12626426
102940,코오롱생명과학,11412356
138490,코오롱ENP,38000000
120115,코오롱인더우,2767860
120110,코오롱인더,27519091
950160,코오롱티슈진,74275220
21240,코웨이,73799619
33290,코웰패션,56156301
56360,코위버,9796800
282880,코윈테크,11141807
121850,코이즈,30614175
448710,코츠테크놀로지,5081792
126730,코칩,8503460
15710,코콤,17530500
52330,코텍,15574552
322780,코퍼스코리아,37932613
36420,콘텐트리중앙,19262308
200130,콜마비앤에이치,29415558
24720,콜마홀딩스,36769520
31820,콤텍시스템,121051466
294570,쿠콘,10254685
192400,쿠쿠홀딩스,35562185
284740,쿠쿠홈시스,22437330
317690,퀀타매트릭스,16537411
78940,퀀타피아,53094278
227100,퀀텀온,15680614
432720,퀄리타스반도체,10989140
456190,큐라켐,1754286
365270,큐라클,13855342
86460,큐러블,2939400
60280,큐렉소,41089990
372320,큐로셀,14090125
51780,큐로홀딩스,136422450
115180,큐리언트,27255390
445680,큐리옥스바이오시스템즈,8022492
182360,큐브엔터,13804687
405100,큐알티,12289301
66310,큐에스아이,9271621
136660,큐엠씨,9443800
16600,큐캐피탈,178247112
355390,크라우드웍스,4152100
26490K,크라운제과우,773560
264900,크라운제과,12523850
5745,크라운해태홀딩스우,600726
5740,크라운해태홀딩스,14847347
259960,크래프톤,48364493
96240,크레버스,11338180
40350,크레오에스지,142973472
215570,크로넥스,5078057
110790,크리스에프앤씨,23430960
45520,크린앤사이언스,6500000
36170,클라우드에어,61365626
214150,클래시스,63999519
352770,클리노믹스,33246263
237880,클리오,18071353
139670,키네마스터,14118810
20120,키다리스튜디오,37046766
413600,키움제6호스팩,3430000
433530,키움제7호스팩,4105000
446840,키움제8호스팩,5880000
39490,키움증권,25526706
54780,키이스트,19547793
336040,타스컴,4204105
219130,타이거일렉,6314290
346010,타이드,4860062
318660,타임기술,2152101
434190,탈로스,7369434
360070,탑머티리얼,8069143
180060,탑선,9347666
65130,탑엔지니어링,17189982
134580,탑코미디어,22025767
14580,태경비케이,27583100
15890,태경산업,29228750
6890,태경케미컬,11600000
23160,태광,26500000
3240,태광산업,1113400
11280,태림포장,70805940
323280,태성,25820730
53620,태양,8600000
52960,태양3C,4887078
4105,태양금속우,3300000
4100,태양금속,36700000
116100,태양기계,6239986
9410,태영건설,38899098
9415,태영건설우,1302142
44490,태웅,20007381
124560,태웅로직스,38416584
1420,태원물산,7600000
191420,테고사이언스,8108834
73640,테라사이언스,95587404
66700,테라젠이텍스,32474435
95610,테스,19768226
55490,테이팩스,4769650
308700,테크엔,4000000
64520,테크엘,22031023
89030,테크윙,37353645
258050,테크트랜스,9994242
54450,텔레칩스,15144233
78000,텔코웨어,9702706
200230,텔콘RF제약,115994921
214420,토니모리,24054799
393210,토마토시스템,15356544
215480,토박스코리아,9400000
51360,토비스,16167058
45340,토탈소프트,8558040
108230,톱텍,38023245
79970,투비소프트,78505003
199800,툴젠,7930258
417790,트루엔,10999650
105550,트루윈,57000444
290090,트윔,7428268
26150,특수건설,17546331
322180,티라유텍,16519475
117730,티로보틱스,17837060
33830,티비씨,100000000
57680,티사이언티픽,71434502
204610,티쓰리,67471720
64760,티씨케이,11675000
246710,티앤알바이오팹,21546828
340570,티앤엘,8128000
43220,티에스넥스젠,127460392
277880,티에스아이,20160832
131290,티에스이,11061429
246690,TS인베스트먼트,41477862
317240,TS트릴리온,107240922
19180,티에이치엔,18000000
425420,티에프이,11381000
131100,티엔엔터테인먼트,28048252
356860,티엘비,9832630
62860,티엘아이,9872720
413300,티엘엔지니어링,1305515
2900,TYM,45050956
36328K,티와이홀딩스우,1243014
363280,티와이홀딩스,50429268
321550,티움바이오,25982493
91810,티웨이항공,215378976
4870,티웨이홀딩스,111611693
425040,티이엠씨,21298662
241790,티이엠씨씨엔에스,10002634
32540,TJ미디어,13931609
22220,TKG애강,51794579
69260,TKG휴켐스,40878588
104480,티케이케미칼,90895434
81150,티플랙스,24268402
7980,TP,51175130
130740,티피씨글로벌,11276679
48770,TPC,15697991
217880,틸론,10727290
84730,팅크웨어,11109424
58530,파나케이아,20078428
440110,파두,49171540
34230,파라다이스,91759075
33540,파라텍,37234802
388870,파로스아이바이오,12918962
43200,파루,41804315
214450,파마리서치,10359054
217950,파마리서치바이오,4064391
208340,파멥신,30201108
5690,파미셀,60016964
177830,파버나인,14288753
37070,파세코,20000000
150900,파수,11666922
37030,파워넷,20609402
47310,파워로직스,35734843
266870,파워풀엑스,6408680
368770,파이버프로,32854225
170790,파이오링크,6856330
49120,파인디앤씨,43517003
38950,파인디지털,10210765
441270,파인엠텍,36928663
106240,파인테크닉스,15923057
131760,파인텍,43431583
65690,파커스,14049331
140860,파크시스템스,6973359
91700,파트론,58918214
202960,판도라티비,11915582
32800,판타지오,229785294
318010,팜스빌,7929338
36580,팜스코,36727943
27710,팜스토리,111416600
4720,팜젠사이언스,18178525
225590,패션플랫폼,26636713
54300,팬스타엔터프라이즈,66985895
68050,팬엔터테인먼트,27694076
28670,팬오션,534569512
222110,팬젠,11414683
271830,팸텍,29490202
10820,퍼스텍,48771938
16800,퍼시스,11500000
263750,펄어비스,64247855
251970,펌텍코리아,12400000
1020,페이퍼코리아,177983313
327610,펨토바이오메드,8401272
168360,펨트론,21288284
87010,펩트론,20626853
90080,평화산업,54902259
10770,평화홀딩스,14625466
119500,포메탈,11847232
389140,포바이포,11073235
105760,포스뱅크,9355485
22100,포스코DX,152034729
58430,포스코스틸리온,6000000
47050,포스코인터내셔널,175922788
3670,포스코퓨처엠,77463220
5490,POSCO홀딩스,84571230
189690,포시에스,27321969
318020,포인트모바일,12662272
256630,포인트엔지니어링,57997072
331380,포커스에이치엔에스,19048582
472850,폰드그룹,32343933
234100,폴라리스세원,54344248
39980,폴라리스AI,71677257
41910,폴라리스AI파마,11898263
41020,폴라리스오피스,49725498
114630,폴라리스우노,77757548
290720,푸드나무,13403058
5670,푸드웰,10000000
94940,푸른기술,8361386
7330,푸른저축은행,15082800
17810,풀무원,38120542
93380,풍강,9879313
23900,풍국주정,12600000
103140,풍산,28024278
5810,풍산홀딩스,14417292
371950,풍원정밀,21040488
370090,퓨런티어,8181830
445180,퓨릿,16769188
151910,퓨처코어,190071722
341170,퓨쳐메디신,10533205
220100,퓨쳐켐,22102155
35200,프럼파스트,9730590
334970,프레스티지바이오로직스,61501469
950210,프레스티지바이오파마,60096155
321260,프로이천,28192084
296160,프로젠,11554263
53610,프로텍,11000000
303360,프로티아,12877215
377220,프롬바이오,28310000
335810,프리시젼바이오,11614526
53160,프리엠스,6000000
405000,플라즈맵,20234667
41590,플래스크,131707350
367000,플래티어,8388207
75130,플랜티넷,16622320
222670,플럼라인생명과학,3039890
9810,플레이그램,126750187
237820,플레이디,12827140
23770,플레이위드,8766820
19570,플루토스,52470040
300080,플리토,5501652
32580,피델릭스,33132064
51380,피씨디렉트,15340072
241820,피씨엘,54038118
178920,PI첨단소재,29366322
237750,피앤씨테크,6496600
319660,피에스케이,28966714
31980,피에스케이홀딩스,21562395
2230,피에스텍,19370673
57880,피에이치씨,18940368
43370,피에이치에이,21000000
239890,피엔에이치테크,9935755
347740,피엔케이피부임상연구센타,30010576
137400,피엔티,22741198
257370,피엔티엠에스,11687861
24940,PN풍년,10000000
147760,피엠티,10819866
128660,피제이메탈,24803369
6140,피제이전자,15000000
376180,피코그램,18491378
304840,피플바이오,21089464
62970,피피아이,9308185
87600,픽셀플러스,8166558
291810,핀텔,11343912
378340,필에너지,21247382
161580,필옵틱스,22809076
347770,핌스,22857042
163730,핑거,9360608
417180,핑거스토리,16688202
446750,하나26호스팩,6030000
448370,하나27호스팩,5620000
454750,하나28호스팩,7202000
454640,하나29호스팩,5401000
469880,하나30호스팩,7305000
469900,하나31호스팩,5605000
475240,하나32호스팩,3200000
475250,하나33호스팩,3700000
406760,하나금융21호스팩,7410000
418170,하나금융22호스팩,6010000
430230,하나금융24호스팩,8004000
435620,하나금융25호스팩,4302000
86790,하나금융지주,292356598
299030,하나기술,8160607
67310,하나마이크론,52141475
166090,하나머티리얼즈,19777674
293480,하나제약,17772946
39130,하나투어,16039185
136480,하림,106209702
3380,하림지주,112005621
101670,하이드로리튬,50329672
365590,하이딥,143523916
149980,하이로닉,18591363
13030,하이록코리아,12856050
352820,하이브,41652097
126700,하이비젼시스템,14942112
106080,하이소닉,15473561
71090,하이스틸,20191471
400840,하이제7호스팩,5120000
450050,하이제8호스팩,5014000
221840,하이즈항공,18700561
106190,하이텍팜,10633173
19490,하이트론,27611224
87,하이트진로2우B,1130138
80,하이트진로,70133611
145,하이트진로홀딩스우,470810
140,하이트진로홀딩스,23206765
65650,하이퍼코퍼레이션,83863344
66130,하츠,12800000
4590,한국가구,15000000
36460,한국가스공사,92313000
39340,한국경제TV,23000000
5430,한국공항,3166355
34950,한국기업평가,4540514
10040,한국내화,41067062
25540,한국단자,10415000
222980,한국맥널티,11031483
10100,한국무브넥스,30450420
331660,한국미라클피플사,1100000
256840,한국비엔씨,67912443
4090,한국석유,12694120
25550,한국선재,23300000
2200,한국수출포장,40000000
2960,한국쉘석유,1300000
17890,한국알콜,21605760
240,한국앤컴퍼니,94935240
33270,유나이티드제약,16333822
80720,한국유니온제약,7909829
123890,한국자산신탁,123977752
15760,한국전력,641964077
52690,한전기술,38220000
63570,한국전자금융,34147728
41460,한국전자인증,19000000
6200,한국전자홀딩스,46803136
101680,한국정밀기계,8404000
39740,한국정보공학,8018397
53300,한국정보인증,41776331
25770,한국정보통신,37444271
436610,한국제11호스팩,6020000
458610,한국제12호스팩,4230000
464440,한국제13호스팩,4320000
27970,한국제지,190178237
23350,한국종합기술,10950000
25890,한국주강,11309259
970,한국주철관,22800500
104700,한국철강,42450000
17960,한국카본,51908452
23760,한국캐피탈,315609576
54040,한국컴퓨터,16071290
161890,한국콜마,23605077
21650,한국큐빅,16350563
161390,한국타이어앤테크놀로지,123875069
53590,한국테크놀로지,157140147
34830,한국토지신탁,252489230
152550,한국ANKOR유전,70020000
168490,한국패러랠,80020000
71055,한국금융지주우,5858251
71050,한국금융지주,55725992
7280,한국특강,60813311
32300,한국파마,10906701
37230,한국팩키지,29800327
448900,한국피아이엠,3966672
47810,한국항공우주,97475107
123690,한국화장품,16068000
3350,한국화장품제조,4532000
30520,한글과컴퓨터,24179744
52600,한네트,11563700
11500,한농화성,15637042
2390,한독,13763533
256150,한독크린텍,8395000
92460,한라IMS,17109680
53690,한미글로벌,10957550
42700,한미반도체,97339302
8930,한미사이언스,68391550
128940,한미약품,12810991
452190,한빛레이저,22246949
47080,한빛소프트,24822362
9240,한샘,23533928
452280,한선엔지니어링,17002500
20000,한섬,23398500
3680,한성기업,6209515
66980,한성크린텍,50035429
105630,한세실업,40000000
69640,한세엠케이,30106502
16450,한세예스24홀딩스,40000000
10420,한솔PNS,20493012
9180,한솔로지스틱스,28057025
114810,한솔아이원스,29352174
70590,한솔인티큐브,13879521
213500,한솔제지,23800576
14680,한솔케미칼,11335195
4710,한솔테크닉스,32109878
4150,한솔홀딩스,42008577
25750,한솔홈데코,80565149
226440,한송네오텍,65739186
42520,한스바이오메드,13526367
4960,한신공영,11570702
11700,한신기계,32446151
430690,한싹,5447675
78350,한양디지텍,15244382
45100,한양이엔지,18000000
1755,한양증권우,525000
1750,한양증권,12728534
18880,한온시스템,533800000
9420,한올바이오파마,52240638
91440,한울소재과학,14606671
14130,한익스프레스,12000000
24740,한일단조,31532546
5860,한일사료,39403685
300720,한일시멘트,69261540
2220,한일철강,26697460
6390,한일현대시멘트,19327672
3300,한일홀딩스,30832884
7770,한일화학,3510000
51600,한전KPS,45000000
130660,한전산업,32600000
198940,한주라이트메탈,19435815
107640,한중엔시에스,7118113
2320,한진,14947628
3480,한진중공업홀딩스,29529812
18064K,한진칼우,536766
180640,한진칼,66762279
5110,한창,18606407
79170,한창산업,5200000
9460,한창제지,59667486
372910,한컴라이프케어,27674406
54920,한컴위드,28217081
2680,한탑,32316799
885,한화우,479294
00088K,한화3우B,22472000
45226K,한화갤러리아우,2904470
452260,한화갤러리아,193859610
451800,한화리츠,70600000
880,한화,74958735
88350,한화생명,868530000
370,한화손해보험,116738915
9835,한화솔루션우,2575349
9830,한화솔루션,171892536
272210,한화시스템,188919389
12450,한화에어로스페이스,50630000
82740,한화엔진,83447142
42660,한화오션,306358899
3535,한화투자증권우,4800000
3530,한화투자증권,214547775
386580,한화플러스제2호스팩,4160000
430460,한화플러스제3호스팩,5920000
455310,한화플러스제4호스팩,5060000
195870,해성디에스,17000000
34810,해성산업,32556857
03481K,해성산업1우,1388922
59270,해성에어로보틱스,10797992
76610,해성옵틱스,25453198
101530,해태제과식품,29116822
220180,핸디소프트,19408000
143210,핸즈코퍼레이션,21875747
900270,헝셩그룹,125535084
214180,헥토이노베이션,13257185
234340,헥토파이낸셜,9453000
84990,헬릭스미스,50000000
725,현대건설우,1054693
720,현대건설,111355765
170030,현대공업,15340000
453340,현대그린푸드,33880914
86280,현대글로비스,37500000
64350,현대로템,109142293
79430,현대리바트,20535282
12330,현대모비스,93655094
319400,현대무벡스,117707063
52260,현대바이오랜드,15000000
48410,현대바이오,39820608
69960,현대백화점,23402441
4560,현대비앤지스틸,15078811
4310,현대약품,32000000
41440,현대에버다임,17915944
39010,현대에이치티,8625000
17800,현대엘리베이,39092385
307950,현대오토에버,27423982
11210,현대위아,27195083
90850,현대이지웰,23746361
5385,현대차우,23871988
5387,현대차2우B,35759391
5389,현대차3우B,2380404
5380,현대차,209416191
4020,현대제철,133445785
5440,현대지에프홀딩스,155904301
1500,현대차증권,31712562
11760,현대코퍼레이션,13228966
227840,현대코퍼레이션홀딩스,9100836
126560,현대퓨처넷,110202945
1450,현대해상,89400000
57050,현대홈쇼핑,12000000
460930,현대힘스,34824000
92300,현우산업,18672816
138360,협진,34611984
11080,형지I&C,25503363
93240,형지엘리트,31154798
3010,혜인,12712747
111110,호전실업,9749984
8775,호텔신라우,751879
8770,호텔신라,39248121
60560,홈센타홀딩스,127669525
64240,홈캐스트,35038012
39610,화성밸브,10410400
2460,화성산업,10150000
378850,화승알앤에이,18993623
241590,화승엔터프라이즈,60589276
6060,화승인더,55320000
13520,화승코퍼레이션,50051252
10690,화신,34920410
126640,화신정공,36373887
133820,화인베스틸,30826118
127980,화인써키트,11840684
61250,화일약품,66532826
10660,화천기계,22000000
850,화천기공,2200000
16580,환인제약,18600070
32560,황금에스티,17000000
4800,효성,21071025
94280,효성ITX,11558200
97870,효성오앤비,8490000
298040,효성중공업,9324548
298050,효성첨단소재,4479948
298020,효성티앤씨,4327682
298000,효성화학,3791811
93370,후성,107255330
81660,휠라홀딩스,60752222
290270,휴네시온,9607672
5870,휴니드,14116015
353190,휴럼,39378420
192410,휴림네트웍스,43518544
90710,휴림로봇,70794294
78590,휴림에이텍,54210339
205470,휴마시스,129375009
115160,휴맥스,43970124
28080,휴맥스홀딩스,12577506
175140,휴먼테크놀로지,21515292
200670,휴메딕스,11229930
79980,휴비스,34500000
65510,휴비츠,12159371
215090,휴센텍,88358954
5010,휴스틸,56188075
263920,휴엠앤씨,49045134
243070,휴온스,11979665
84110,휴온스글로벌,12621492
145020,휴젤,12013892
24060,흥구석유,15000000
10240,흥국,12322696
189980,흥국에프엔비,40137827
545,흥국화재우,768000
540,흥국화재,64242645
3280,흥아해운,240424899
37440,희림,13922475
238490,힘스,11312236
